name,description,image,external_url
"Sovereign Codexing – Ritual-Based IP Vault","Symbolic vault minted by CodexShell","ipfs://bafybeigw7rbgpjnucyerrrpjmewicjspijmtb6p6mi6slupc53n4a4gkl4","https://github.com/gTek-Keys/iTek-Lux-TrustChain-Sovereign-Blockchain"
